ori_id,name,descriptions,aliases,name_zh,descriptions_zh,aliases_zh,:LABEL
Q8347862,Chen Chi-nan,Taiwanese anthropologist,Chen Qinan,陳其南,台湾人类学家,陈其南,Democratic_Progressive_Party
Q8348951,Hsueh Ling,Taiwanese politician,None,薛凌,None,None,Democratic_Progressive_Party
Q8349436,Eugene Jao,Taiwanese politician,Eugene Jao Yung-ching,趙永清,None,None,Democratic_Progressive_Party
Q8350091,Perng Shaw-jiin,lawyer,None,彭紹瑾,None,None,Democratic_Progressive_Party
Q22099954,Kolas Yotaka,Taiwanese politician,Ye Guanling,谷辣斯‧尤達卡,台湾政治人物,叶冠伶,Democratic_Progressive_Party
Q5116472,Chuo Rung-tai,Taiwanese politician,Zhuo Rongtai,卓榮泰,台湾政治人物,卓荣泰,Democratic_Progressive_Party
Q8272551,李顯榮,None,None,李顯榮,None,None,Democratic_Progressive_Party
Q8277468,吳勇雄,None,None,吳勇雄,None,None,Democratic_Progressive_Party
Q8350171,Shih Yi-fang,politician,None,施義芳,None,None,Democratic_Progressive_Party
Q8350180,Shen Fa-hui,politician,None,沈發惠,None,None,Democratic_Progressive_Party
Q8351182,Yen Sheng-kuan,politician,None,顏聖冠,None,None,Democratic_Progressive_Party
Q8347319,Chang Liao Wan-chien,Taiwanese politician,None,張廖萬堅,None,None,Democratic_Progressive_Party
Q8348181,Chen Chin-te,Taiwanese politician,Chen Jinde,陳金德,台湾政治人物,陈金德,Democratic_Progressive_Party
Q8348633,Huang Jen-shu,politician,None,黃仁杼,None,None,Democratic_Progressive_Party
Q8349204,謝錦川,politician,None,謝錦川,None,None,Democratic_Progressive_Party
Q8349303,David Huang,Taiwanese politician,None,黃適卓,None,None,Democratic_Progressive_Party
Q8349699,李世斌,politician,None,李世斌,None,李世斌,Democratic_Progressive_Party
Q697981,Ng Chiau-tong,Taiwanese politician,Huang Zhaotang,黃昭堂,台湾政治人物,黄昭堂,Democratic_Progressive_Party
Q11128853,flag of Democratic Progressive Party,"flag used by the Democratic Progressive Party, Taiwan",None,民主進步黨黨旗,None,None,Democratic_Progressive_Party
Q8349347,Chiang Chao-i,None,Charles Chiang,江昭儀,None,None,Democratic_Progressive_Party
Q8349924,梁文傑,politician,None,梁文傑,None,None,Democratic_Progressive_Party
Q8351000,洪建益,politician,None,洪建益,None,None,Democratic_Progressive_Party
Q8347274,Chen Hsiu-hui,politician,None,陳秀惠,None,None,Democratic_Progressive_Party
Q8347743,邱莉莉,politician,None,邱莉莉,None,None,Democratic_Progressive_Party
Q8348118,Chen Mao-nan,None,None,陳茂男,None,None,Democratic_Progressive_Party
Q8350699,楊長鎮,None,None,楊長鎮,None,None,Democratic_Progressive_Party
Q8350952,楊蕙如,None,None,楊蕙如,None,None,Democratic_Progressive_Party
Q8351392,Chen Yung-hsing,politician,None,陳永興,None,None,Democratic_Progressive_Party
Q8348157,陳道明 (立法委員),None,None,陳道明 (立法委員),None,None,Democratic_Progressive_Party
Q8349465,Cheng Wen-tsan,Taiwan politician,Zheng Wencan,鄭文燦,台湾政治人物,郑文灿,Democratic_Progressive_Party
Q8349604,Lin Hsi-yao,Taiwanese politician,Lin Xiyao,林錫耀,台湾政治人物,林锡耀,Democratic_Progressive_Party
Q8349853,Lin Cho-shui,Taiwanese politician,Lin Zhuoshui,林濁水,台湾政治人物,林浊水,Democratic_Progressive_Party
Q8350401,James Tsai,politician,None,蔡仁堅,None,None,Democratic_Progressive_Party
Q8057136,You Ching,Taiwanese poiltcian,You Qing,尤清,台湾政治人物,None,Democratic_Progressive_Party
Q19825781,Su Chiao-hui,Taiwanese lawyer and politician,None,蘇巧慧,台灣政治人物,None,Democratic_Progressive_Party
Q6387919,Ken Kandodo,Malawian politician,None,None,None,None,Democratic_Progressive_Party
Q8272339,Chen Chin-ting,None,Cheng Chin-ting,陳進丁,None,None,Democratic_Progressive_Party
Q8347974,Chen Tsiao-long,None,None,陳朝龍,None,None,Democratic_Progressive_Party
Q8348374,Kao Meng-ting,Taiwanese politician,None,高孟定,None,None,Democratic_Progressive_Party
Q8348674,黃天生,None,None,黃天生,None,None,Democratic_Progressive_Party
Q8349723,Lee Kun-tse,politician,None,李昆澤,None,None,Democratic_Progressive_Party
Q8351172,Chen Fang-ming,Taiwanese academic,None,陳芳明,None,None,Democratic_Progressive_Party
Q8347124,Chang Ching-hui,Taiwanese politician,None,張慶惠,None,None,Democratic_Progressive_Party
Q8347142,蔡雅玲,politician,None,蔡雅玲,None,蔡雅玲,Democratic_Progressive_Party
Q8347460,張瑞山,None,None,張瑞山,None,None,Democratic_Progressive_Party
Q8348719,Huang Chung-yuan,Taiwanese politician,None,黃宗源,None,None,Democratic_Progressive_Party
